customer_id,date_of_customer_visit,number_of_days_to_deliver_Product,fiter_Name,glass_distributor_name,time_spend_by_customer_in_shop
4169,2025-01-22,1,"Fitter 5","Distributor 3",39
4170,2025-09-14,6,"Fitter 5","Distributor 3",21
4180,2025-08-18,4,"Fitter 4","Distributor 1",10
4181,2025-11-06,6,"Fitter 5","Distributor 3",43
4183,2025-08-30,6,"Fitter 4","Distributor 1",13
4184,2025-12-09,1,"Fitter 3","Distributor 2",38
4185,2025-05-10,5,"Fitter 3","Distributor 1",13
4186,2025-11-09,5,"Fitter 2","Distributor 1",43
4188,2025-04-03,7,"Fitter 3","Distributor 2",27
4193,2025-12-23,1,"Fitter 2","Distributor 3",36
4194,2025-07-22,5,"Fitter 1","Distributor 1",35
4197,2025-05-07,7,"Fitter 1","Distributor 3",15
4199,2025-04-07,4,"Fitter 1","Distributor 1",18
4200,2025-03-07,6,"Fitter 4","Distributor 1",16
4202,2025-03-12,6,"Fitter 2","Distributor 1",48
4203,2025-05-18,4,"Fitter 1","Distributor 1",23
4204,2025-01-15,4,"Fitter 4","Distributor 3",32
4205,2025-12-11,1,"Fitter 4","Distributor 2",12
4206,2025-04-17,1,"Fitter 1","Distributor 2",27
4207,2025-04-10,2,"Fitter 4","Distributor 1",27
4208,2025-11-19,3,"Fitter 5","Distributor 1",50
4209,2025-11-27,5,"Fitter 4","Distributor 1",37
4211,2025-03-15,4,"Fitter 2","Distributor 3",50
4215,2025-09-04,3,"Fitter 1","Distributor 1",28
4216,2025-12-03,6,"Fitter 5","Distributor 2",49
4219,2025-09-17,4,"Fitter 3","Distributor 1",24
4220,2025-02-27,4,"Fitter 4","Distributor 1",40
4222,2025-07-04,5,"Fitter 2","Distributor 2",29
4223,2025-03-10,2,"Fitter 1","Distributor 3",25
4227,2025-11-09,1,"Fitter 4","Distributor 2",47
4228,2025-07-10,6,"Fitter 3","Distributor 3",12
4230,2025-12-31,4,"Fitter 3","Distributor 1",29
4231,2025-04-20,2,"Fitter 4","Distributor 3",30
4233,2025-04-04,7,"Fitter 5","Distributor 2",15
4235,2025-01-31,6,"Fitter 1","Distributor 2",35
4236,2025-04-27,2,"Fitter 5","Distributor 3",45
4239,2025-09-22,7,"Fitter 2","Distributor 3",25
4241,2025-03-27,3,"Fitter 1","Distributor 2",39
4242,2025-10-15,4,"Fitter 5","Distributor 2",11
4243,2025-03-27,5,"Fitter 1","Distributor 1",27
4244,2025-06-05,5,"Fitter 5","Distributor 2",14
4247,2025-02-13,3,"Fitter 3","Distributor 2",14
4248,2025-03-21,4,"Fitter 2","Distributor 1",28
4251,2025-06-20,1,"Fitter 4","Distributor 2",11
4253,2025-02-26,4,"Fitter 4","Distributor 3",45
4254,2025-08-31,4,"Fitter 1","Distributor 3",42
4256,2025-12-28,6,"Fitter 4","Distributor 2",47
4257,2025-10-11,1,"Fitter 5","Distributor 1",41
4258,2025-03-01,5,"Fitter 1","Distributor 2",33
4260,2025-03-16,6,"Fitter 3","Distributor 2",13
4263,2025-03-20,3,"Fitter 5","Distributor 2",34
4266,2025-03-23,1,"Fitter 4","Distributor 3",26
4270,2025-12-31,1,"Fitter 3","Distributor 2",31
4274,2025-02-19,3,"Fitter 4","Distributor 3",35
4278,2025-12-20,6,"Fitter 4","Distributor 1",24
4280,2025-06-23,4,"Fitter 1","Distributor 1",21
4283,2025-12-15,5,"Fitter 3","Distributor 1",22
4284,2025-11-16,1,"Fitter 3","Distributor 2",47
4287,2025-10-13,3,"Fitter 5","Distributor 2",21
4289,2025-09-11,5,"Fitter 5","Distributor 1",29
4292,2025-02-06,1,"Fitter 4","Distributor 1",42
4295,2025-08-30,4,"Fitter 3","Distributor 2",34
4299,2025-07-19,1,"Fitter 4","Distributor 3",45
4300,2025-12-02,7,"Fitter 3","Distributor 2",30
4301,2025-03-29,5,"Fitter 2","Distributor 2",30
4304,2025-07-12,1,"Fitter 5","Distributor 3",18
4305,2025-01-31,5,"Fitter 2","Distributor 1",28
4306,2025-11-07,4,"Fitter 1","Distributor 2",23
4307,2025-01-25,2,"Fitter 4","Distributor 3",41
4309,2025-03-06,2,"Fitter 3","Distributor 1",38
4310,2025-02-08,3,"Fitter 3","Distributor 3",45
4313,2025-03-05,5,"Fitter 3","Distributor 3",13
4314,2025-08-28,4,"Fitter 3","Distributor 3",46
4317,2025-11-04,3,"Fitter 3","Distributor 2",24
4318,2025-05-28,2,"Fitter 4","Distributor 2",44
4319,2025-02-28,4,"Fitter 2","Distributor 2",13
4322,2025-10-08,3,"Fitter 4","Distributor 3",27
4323,2025-06-23,3,"Fitter 1","Distributor 3",42
4325,2025-11-02,1,"Fitter 4","Distributor 1",48
4327,2025-06-10,4,"Fitter 1","Distributor 2",50
4329,2025-10-26,7,"Fitter 2","Distributor 2",36
4330,2025-12-10,1,"Fitter 3","Distributor 1",27
4334,2025-06-12,2,"Fitter 1","Distributor 1",49
4337,2025-09-03,6,"Fitter 1","Distributor 1",14
4347,2025-03-28,4,"Fitter 2","Distributor 1",32
4354,2025-06-27,5,"Fitter 2","Distributor 3",24
4355,2025-09-30,1,"Fitter 2","Distributor 2",21
4356,2025-02-19,7,"Fitter 4","Distributor 3",17
4357,2025-08-16,6,"Fitter 1","Distributor 2",41
4359,2025-05-16,4,"Fitter 3","Distributor 2",45
4365,2025-05-07,4,"Fitter 4","Distributor 3",16
4366,2025-01-31,1,"Fitter 1","Distributor 2",42
4367,2025-07-03,5,"Fitter 1","Distributor 3",25
4368,2025-02-03,5,"Fitter 2","Distributor 2",23
4370,2025-08-03,4,"Fitter 4","Distributor 3",41
4371,2025-04-29,4,"Fitter 2","Distributor 2",46
4374,2025-02-01,5,"Fitter 1","Distributor 2",40
4375,2025-04-01,3,"Fitter 1","Distributor 1",50
4377,2025-09-23,3,"Fitter 2","Distributor 3",19
4378,2026-01-06,2,"Fitter 4","Distributor 3",22
4380,2025-08-17,4,"Fitter 3","Distributor 1",18
4383,2025-09-18,2,"Fitter 2","Distributor 3",34
4391,2025-05-16,6,"Fitter 1","Distributor 1",44
4393,2025-02-26,7,"Fitter 4","Distributor 1",33
4395,2025-01-30,3,"Fitter 1","Distributor 2",47
4396,2025-08-05,4,"Fitter 1","Distributor 1",48
4397,2025-01-30,4,"Fitter 3","Distributor 1",10
4399,2025-04-05,1,"Fitter 5","Distributor 3",35
4400,2025-09-10,2,"Fitter 2","Distributor 2",43
4402,2025-09-23,6,"Fitter 3","Distributor 3",13
4404,2025-08-10,6,"Fitter 3","Distributor 3",40
4406,2025-09-02,6,"Fitter 1","Distributor 1",43
4414,2025-04-08,6,"Fitter 1","Distributor 1",18
4415,2025-08-23,7,"Fitter 5","Distributor 3",39
4416,2025-04-12,5,"Fitter 2","Distributor 1",47
4419,2025-05-29,5,"Fitter 5","Distributor 2",49
4421,2025-10-08,1,"Fitter 5","Distributor 3",18
4425,2025-09-01,2,"Fitter 5","Distributor 1",34
4426,2025-04-13,6,"Fitter 3","Distributor 3",13
4432,2025-10-02,4,"Fitter 2","Distributor 1",49
4433,2025-12-21,1,"Fitter 2","Distributor 1",31
4435,2025-03-01,5,"Fitter 4","Distributor 2",39
4436,2025-05-10,1,"Fitter 2","Distributor 3",35
4437,2025-01-17,2,"Fitter 5","Distributor 2",26
4440,2025-12-15,1,"Fitter 2","Distributor 2",35
4441,2025-08-18,1,"Fitter 4","Distributor 1",23
4443,2026-01-07,4,"Fitter 1","Distributor 1",38
4446,2026-01-08,1,"Fitter 3","Distributor 3",50
4448,2025-01-31,4,"Fitter 1","Distributor 1",29
4451,2025-06-10,7,"Fitter 3","Distributor 3",13
4452,2025-12-08,3,"Fitter 1","Distributor 2",49
4454,2025-09-19,6,"Fitter 3","Distributor 1",35
4457,2025-04-11,7,"Fitter 1","Distributor 1",12
4459,2025-05-05,7,"Fitter 1","Distributor 3",24
4461,2025-04-21,5,"Fitter 3","Distributor 3",44
4462,2025-11-11,5,"Fitter 3","Distributor 2",48
4464,2025-05-28,1,"Fitter 4","Distributor 2",46
4468,2025-11-24,6,"Fitter 5","Distributor 2",17
4470,2025-03-04,3,"Fitter 5","Distributor 1",28
4471,2025-12-19,2,"Fitter 2","Distributor 3",33
4475,2025-03-14,5,"Fitter 4","Distributor 3",33
4476,2025-11-02,3,"Fitter 3","Distributor 3",15
4478,2025-06-30,7,"Fitter 3","Distributor 3",21
4481,2025-11-12,4,"Fitter 3","Distributor 1",39
4482,2025-05-27,5,"Fitter 3","Distributor 2",15
4484,2025-01-19,7,"Fitter 5","Distributor 3",29
4486,2025-02-23,2,"Fitter 2","Distributor 1",13
4488,2025-02-05,1,"Fitter 2","Distributor 2",38
4489,2025-07-29,4,"Fitter 2","Distributor 3",39
4490,2025-11-24,2,"Fitter 2","Distributor 1",48
4491,2025-02-25,1,"Fitter 2","Distributor 1",27
4493,2025-05-16,7,"Fitter 4","Distributor 2",37
4495,2025-11-16,6,"Fitter 3","Distributor 2",12
4500,2025-02-27,7,"Fitter 1","Distributor 2",48
4507,2025-05-03,4,"Fitter 2","Distributor 1",41
4508,2025-02-06,1,"Fitter 5","Distributor 2",33
4509,2025-03-19,7,"Fitter 3","Distributor 2",17
4514,2025-01-16,7,"Fitter 2","Distributor 2",25
4516,2025-10-10,3,"Fitter 4","Distributor 2",18
4517,2025-01-25,3,"Fitter 4","Distributor 3",11
4518,2025-11-17,1,"Fitter 4","Distributor 3",15
4522,2025-08-14,6,"Fitter 3","Distributor 2",17
4523,2025-02-23,7,"Fitter 1","Distributor 1",50
4524,2025-04-21,3,"Fitter 5","Distributor 3",16
4525,2025-11-03,6,"Fitter 1","Distributor 1",21
4526,2025-06-25,1,"Fitter 2","Distributor 1",31
4528,2025-12-29,6,"Fitter 5","Distributor 3",32
4529,2025-12-09,2,"Fitter 3","Distributor 2",13
4530,2025-02-24,6,"Fitter 3","Distributor 2",44
4532,2025-02-12,7,"Fitter 5","Distributor 1",25
4533,2025-06-24,6,"Fitter 2","Distributor 2",39
4534,2025-04-23,1,"Fitter 4","Distributor 3",31
4537,2025-05-05,1,"Fitter 3","Distributor 3",26
4538,2025-08-16,2,"Fitter 5","Distributor 1",42
4542,2025-12-12,4,"Fitter 2","Distributor 3",22
4544,2025-05-15,3,"Fitter 5","Distributor 2",40
4545,2025-10-13,2,"Fitter 1","Distributor 1",36
4546,2025-06-19,4,"Fitter 1","Distributor 3",49
4547,2025-10-01,3,"Fitter 1","Distributor 2",28
4548,2025-07-22,1,"Fitter 2","Distributor 2",40
4549,2025-03-31,5,"Fitter 5","Distributor 3",21
4554,2025-10-31,3,"Fitter 1","Distributor 2",37
4557,2025-03-21,7,"Fitter 4","Distributor 2",31
4560,2025-05-18,4,"Fitter 2","Distributor 2",12
4561,2025-06-02,1,"Fitter 5","Distributor 1",39
4562,2025-06-21,2,"Fitter 1","Distributor 3",12
4563,2025-03-07,5,"Fitter 3","Distributor 2",22
4568,2025-02-02,7,"Fitter 3","Distributor 3",30
4569,2025-01-25,3,"Fitter 3","Distributor 1",19
4571,2025-06-04,2,"Fitter 4","Distributor 2",33
4572,2025-08-28,7,"Fitter 1","Distributor 2",48
4573,2025-05-06,2,"Fitter 4","Distributor 1",48
4575,2025-09-28,7,"Fitter 2","Distributor 1",20
4576,2025-10-12,3,"Fitter 2","Distributor 1",24
4578,2025-04-10,2,"Fitter 3","Distributor 3",27
4579,2025-02-28,2,"Fitter 1","Distributor 3",42
4580,2025-12-27,6,"Fitter 2","Distributor 2",45
4582,2025-04-25,7,"Fitter 3","Distributor 3",44
4583,2025-05-09,6,"Fitter 5","Distributor 2",35
4586,2025-04-22,2,"Fitter 5","Distributor 3",46
4587,2025-12-02,7,"Fitter 5","Distributor 3",43
4588,2025-04-09,6,"Fitter 4","Distributor 1",35
4589,2025-04-23,6,"Fitter 1","Distributor 2",30
4590,2025-06-18,5,"Fitter 3","Distributor 1",15
4591,2025-08-01,4,"Fitter 1","Distributor 2",20
4594,2025-12-04,4,"Fitter 2","Distributor 3",23
4602,2025-12-11,2,"Fitter 5","Distributor 3",16
4604,2025-10-21,5,"Fitter 4","Distributor 1",35
4605,2025-05-23,4,"Fitter 4","Distributor 1",44
4606,2025-08-13,7,"Fitter 2","Distributor 1",37
4608,2025-02-17,2,"Fitter 3","Distributor 2",36
4610,2025-05-11,7,"Fitter 5","Distributor 2",12
4611,2025-04-10,2,"Fitter 3","Distributor 2",22
4620,2025-11-06,3,"Fitter 3","Distributor 1",12
4621,2025-05-24,1,"Fitter 1","Distributor 1",28
4625,2025-08-27,5,"Fitter 2","Distributor 2",34
4626,2025-10-08,2,"Fitter 3","Distributor 2",41
4627,2025-10-08,4,"Fitter 1","Distributor 2",48
4629,2025-02-06,4,"Fitter 3","Distributor 2",35
4631,2025-12-23,6,"Fitter 2","Distributor 2",13
4633,2025-04-17,1,"Fitter 2","Distributor 3",48
4635,2025-07-14,2,"Fitter 2","Distributor 2",47
4636,2025-08-31,4,"Fitter 2","Distributor 2",25
4637,2025-09-10,4,"Fitter 1","Distributor 3",42
4644,2025-04-10,4,"Fitter 5","Distributor 2",16
4648,2025-03-09,7,"Fitter 3","Distributor 2",32
4650,2025-06-18,2,"Fitter 2","Distributor 2",12
4651,2025-12-21,5,"Fitter 4","Distributor 3",38
4652,2025-02-28,7,"Fitter 3","Distributor 2",15
4653,2025-02-06,6,"Fitter 1","Distributor 2",30
4654,2025-01-11,3,"Fitter 4","Distributor 1",49
4656,2025-02-03,6,"Fitter 5","Distributor 1",17
4659,2025-11-27,4,"Fitter 3","Distributor 3",32
4660,2025-12-17,3,"Fitter 2","Distributor 2",15
4661,2025-11-30,1,"Fitter 4","Distributor 3",23
4664,2025-01-30,3,"Fitter 2","Distributor 3",35
4665,2025-05-02,1,"Fitter 5","Distributor 1",30
4667,2025-10-02,1,"Fitter 3","Distributor 3",14
4668,2025-01-14,5,"Fitter 2","Distributor 3",35
4673,2025-09-25,4,"Fitter 1","Distributor 3",23
4679,2025-05-24,7,"Fitter 3","Distributor 1",49
4680,2025-11-28,2,"Fitter 3","Distributor 3",23
4687,2025-12-23,4,"Fitter 5","Distributor 3",22
4688,2025-04-10,7,"Fitter 4","Distributor 1",41
4690,2025-03-25,3,"Fitter 4","Distributor 1",21
4692,2025-05-06,4,"Fitter 3","Distributor 1",49
4693,2025-02-06,4,"Fitter 1","Distributor 1",15
4694,2025-09-07,3,"Fitter 2","Distributor 2",46
4696,2025-04-22,5,"Fitter 3","Distributor 1",44
4697,2025-01-29,2,"Fitter 2","Distributor 1",26
4698,2026-01-03,2,"Fitter 3","Distributor 1",38
4700,2025-11-13,1,"Fitter 5","Distributor 1",10
4701,2025-03-17,1,"Fitter 2","Distributor 3",27
4704,2025-12-22,2,"Fitter 2","Distributor 1",30
4709,2025-05-04,4,"Fitter 2","Distributor 1",31
4711,2025-05-18,1,"Fitter 2","Distributor 1",32
4714,2025-01-28,2,"Fitter 5","Distributor 2",24
4715,2025-10-19,1,"Fitter 5","Distributor 3",28
4716,2025-09-06,2,"Fitter 1","Distributor 2",46
4721,2025-01-23,4,"Fitter 2","Distributor 1",35
4723,2025-04-03,3,"Fitter 5","Distributor 2",21
4724,2025-05-26,3,"Fitter 4","Distributor 3",26
4726,2025-03-29,2,"Fitter 5","Distributor 2",45
4728,2025-09-04,5,"Fitter 2","Distributor 3",45
4729,2025-01-28,6,"Fitter 1","Distributor 1",15
4730,2025-10-02,5,"Fitter 2","Distributor 3",35
4735,2025-11-23,2,"Fitter 1","Distributor 3",44
4738,2025-11-18,3,"Fitter 3","Distributor 3",32
4739,2025-03-12,2,"Fitter 4","Distributor 1",17
4740,2025-05-22,6,"Fitter 5","Distributor 3",47
4741,2025-08-09,7,"Fitter 3","Distributor 1",37
4742,2025-11-16,1,"Fitter 2","Distributor 2",10
4743,2025-09-17,2,"Fitter 2","Distributor 2",45
4745,2025-01-20,4,"Fitter 3","Distributor 1",32
4746,2025-12-17,4,"Fitter 2","Distributor 1",25
4747,2025-10-19,5,"Fitter 5","Distributor 1",12
4748,2025-04-17,2,"Fitter 1","Distributor 1",22
4749,2025-11-24,2,"Fitter 5","Distributor 1",48
4750,2025-03-29,1,"Fitter 1","Distributor 1",18
4751,2025-05-02,7,"Fitter 4","Distributor 3",47
4754,2025-12-01,5,"Fitter 2","Distributor 1",44
4756,2025-10-22,2,"Fitter 5","Distributor 2",31
4760,2025-05-28,7,"Fitter 2","Distributor 2",24
4766,2025-05-27,6,"Fitter 1","Distributor 2",50
4767,2025-09-23,4,"Fitter 4","Distributor 3",40
4769,2025-07-28,7,"Fitter 5","Distributor 1",39
4770,2025-11-10,6,"Fitter 3","Distributor 2",28
4778,2025-05-17,1,"Fitter 2","Distributor 1",17
4781,2025-06-17,1,"Fitter 4","Distributor 2",48
4782,2025-06-28,5,"Fitter 1","Distributor 2",21
4785,2025-07-25,7,"Fitter 2","Distributor 3",27
4786,2025-06-16,5,"Fitter 4","Distributor 1",35
4789,2025-05-20,4,"Fitter 1","Distributor 1",10
4791,2025-07-09,7,"Fitter 2","Distributor 2",15
4792,2025-12-10,7,"Fitter 4","Distributor 1",47
4794,2025-10-14,3,"Fitter 1","Distributor 3",46
4797,2025-12-05,7,"Fitter 3","Distributor 1",46
4798,2025-08-12,2,"Fitter 1","Distributor 2",45
4799,2025-10-26,2,"Fitter 3","Distributor 2",40
4800,2025-08-27,1,"Fitter 4","Distributor 3",13
4801,2025-04-07,6,"Fitter 5","Distributor 1",30
4802,2025-02-15,4,"Fitter 5","Distributor 1",46
4803,2025-04-07,1,"Fitter 5","Distributor 3",23
4804,2025-11-30,5,"Fitter 1","Distributor 3",31
4809,2025-09-17,6,"Fitter 4","Distributor 3",28
4810,2025-05-26,6,"Fitter 4","Distributor 2",47
4816,2025-12-17,7,"Fitter 2","Distributor 3",10
4821,2025-04-25,3,"Fitter 4","Distributor 3",38
4822,2025-12-01,3,"Fitter 3","Distributor 2",34
4825,2025-09-06,1,"Fitter 2","Distributor 3",39
4826,2025-04-19,6,"Fitter 1","Distributor 1",38
4827,2025-12-28,6,"Fitter 4","Distributor 2",37
4831,2025-06-22,2,"Fitter 5","Distributor 1",39
4833,2025-12-05,7,"Fitter 4","Distributor 3",22
4834,2025-04-19,1,"Fitter 2","Distributor 2",20
4838,2025-05-22,5,"Fitter 4","Distributor 1",16
4842,2025-10-24,6,"Fitter 5","Distributor 1",49
4843,2025-10-01,1,"Fitter 5","Distributor 3",39
4844,2025-07-09,7,"Fitter 1","Distributor 3",25
4845,2025-02-26,3,"Fitter 2","Distributor 1",46
4847,2025-06-26,2,"Fitter 1","Distributor 2",17
4848,2025-10-04,3,"Fitter 3","Distributor 1",24
4849,2025-10-23,3,"Fitter 4","Distributor 1",31
4850,2025-04-15,5,"Fitter 3","Distributor 1",13
4852,2025-10-12,6,"Fitter 3","Distributor 2",39
4855,2025-03-27,3,"Fitter 3","Distributor 3",33
4856,2025-09-01,6,"Fitter 1","Distributor 1",21
4858,2025-12-16,2,"Fitter 2","Distributor 1",23
4859,2025-03-17,7,"Fitter 5","Distributor 3",35
4860,2025-12-16,2,"Fitter 4","Distributor 3",11
4861,2025-11-02,7,"Fitter 4","Distributor 1",26
4864,2025-04-12,6,"Fitter 2","Distributor 3",50
4865,2025-05-31,6,"Fitter 4","Distributor 2",22
4867,2025-01-13,4,"Fitter 3","Distributor 1",50
4868,2025-05-06,5,"Fitter 2","Distributor 1",28
4869,2025-03-26,3,"Fitter 2","Distributor 1",41
4870,2025-12-29,6,"Fitter 1","Distributor 2",17
4875,2025-11-08,2,"Fitter 3","Distributor 2",22
4878,2025-06-17,3,"Fitter 5","Distributor 1",43
4881,2025-03-23,3,"Fitter 1","Distributor 2",49
4888,2025-08-07,5,"Fitter 2","Distributor 3",49
4889,2025-03-31,7,"Fitter 3","Distributor 2",29
4890,2025-07-04,3,"Fitter 5","Distributor 2",40
4893,2025-02-12,3,"Fitter 5","Distributor 3",37
4894,2025-07-30,4,"Fitter 4","Distributor 1",18
4895,2025-07-17,7,"Fitter 4","Distributor 3",36
4899,2025-07-17,7,"Fitter 3","Distributor 2",48
4900,2025-10-27,1,"Fitter 1","Distributor 3",36
4901,2025-02-04,2,"Fitter 5","Distributor 2",25
4905,2025-10-07,2,"Fitter 2","Distributor 2",17
4906,2025-03-10,3,"Fitter 2","Distributor 3",50
4910,2025-08-21,3,"Fitter 2","Distributor 2",16
4913,2025-05-13,3,"Fitter 1","Distributor 3",50
4914,2025-01-23,6,"Fitter 5","Distributor 3",45
4915,2026-01-09,4,"Fitter 1","Distributor 2",13
4916,2025-12-18,5,"Fitter 4","Distributor 1",19
4919,2025-02-05,4,"Fitter 5","Distributor 2",39
4920,2025-07-26,3,"Fitter 3","Distributor 2",18
4921,2025-12-26,3,"Fitter 4","Distributor 1",26
4922,2025-11-14,2,"Fitter 3","Distributor 2",22
4923,2025-06-15,4,"Fitter 4","Distributor 1",37
4926,2025-12-28,4,"Fitter 3","Distributor 3",17
4927,2025-08-01,5,"Fitter 5","Distributor 1",49
4930,2025-06-22,1,"Fitter 4","Distributor 3",29
4931,2025-01-26,3,"Fitter 5","Distributor 2",23
4932,2025-06-10,4,"Fitter 5","Distributor 3",42
4933,2025-10-31,7,"Fitter 2","Distributor 2",17
4935,2025-07-17,4,"Fitter 3","Distributor 1",45
4936,2025-03-31,4,"Fitter 3","Distributor 2",48
4937,2025-11-18,4,"Fitter 3","Distributor 3",34
4939,2025-04-15,2,"Fitter 1","Distributor 1",22
4940,2025-03-29,2,"Fitter 5","Distributor 3",32
4941,2025-04-20,6,"Fitter 4","Distributor 1",31
4942,2025-02-22,3,"Fitter 4","Distributor 2",31
4943,2025-05-12,1,"Fitter 5","Distributor 2",23
4948,2025-07-01,7,"Fitter 2","Distributor 1",13
4949,2025-04-23,3,"Fitter 3","Distributor 3",12
4952,2025-11-15,4,"Fitter 5","Distributor 1",35
4953,2025-02-26,2,"Fitter 5","Distributor 3",46
4955,2025-03-23,4,"Fitter 1","Distributor 1",23
4957,2025-10-14,7,"Fitter 2","Distributor 1",37
4958,2025-05-10,3,"Fitter 3","Distributor 2",15
4959,2025-12-26,5,"Fitter 2","Distributor 1",15
4961,2025-10-07,4,"Fitter 5","Distributor 1",43
4968,2025-02-15,2,"Fitter 4","Distributor 2",11
4970,2025-01-19,5,"Fitter 5","Distributor 1",17
4973,2026-01-03,3,"Fitter 4","Distributor 2",44
4975,2025-05-08,5,"Fitter 2","Distributor 3",47
4977,2025-09-21,1,"Fitter 2","Distributor 1",48
4978,2025-12-25,1,"Fitter 3","Distributor 2",29
4979,2026-01-07,6,"Fitter 2","Distributor 2",28
4981,2025-05-11,7,"Fitter 5","Distributor 2",15
4982,2025-10-24,1,"Fitter 3","Distributor 3",14
4988,2025-03-26,6,"Fitter 5","Distributor 3",42
4995,2025-07-25,7,"Fitter 3","Distributor 3",10
4996,2025-09-19,1,"Fitter 1","Distributor 3",49
5001,2025-04-23,7,"Fitter 5","Distributor 2",37
5002,2026-01-08,1,"Fitter 3","Distributor 2",29
5007,2026-01-09,2,"Fitter 3","Distributor 3",15
5011,2025-01-19,6,"Fitter 4","Distributor 3",28
5012,2025-06-25,1,"Fitter 5","Distributor 2",35
5019,2025-05-03,2,"Fitter 5","Distributor 3",42
5020,2025-01-19,5,"Fitter 4","Distributor 1",16
5024,2025-11-17,7,"Fitter 1","Distributor 3",41
5025,2025-01-23,7,"Fitter 3","Distributor 2",28
5026,2025-06-27,6,"Fitter 3","Distributor 1",40
5030,2025-10-21,5,"Fitter 3","Distributor 3",41
5031,2025-09-29,7,"Fitter 2","Distributor 1",50
5033,2025-04-27,6,"Fitter 5","Distributor 2",47
5034,2025-07-06,1,"Fitter 2","Distributor 1",40
5036,2025-03-10,1,"Fitter 1","Distributor 3",14
5037,2025-03-01,3,"Fitter 2","Distributor 3",18
5040,2025-06-04,4,"Fitter 4","Distributor 1",14
5041,2025-02-16,3,"Fitter 2","Distributor 1",19
5047,2025-09-10,1,"Fitter 4","Distributor 1",32
5049,2025-12-11,4,"Fitter 4","Distributor 2",25
5050,2025-09-17,7,"Fitter 2","Distributor 1",32
5052,2026-01-06,2,"Fitter 5","Distributor 1",24
5054,2025-05-07,6,"Fitter 1","Distributor 3",32
5056,2026-01-07,4,"Fitter 2","Distributor 2",29
5062,2025-04-20,3,"Fitter 5","Distributor 2",36
5065,2025-04-29,1,"Fitter 1","Distributor 2",33
5067,2025-03-21,1,"Fitter 5","Distributor 2",23
5069,2025-06-24,5,"Fitter 3","Distributor 1",27
5070,2025-11-13,5,"Fitter 4","Distributor 3",41
5074,2025-06-01,7,"Fitter 3","Distributor 3",43
5078,2025-02-16,3,"Fitter 5","Distributor 3",32
5080,2025-12-09,5,"Fitter 5","Distributor 2",39
5085,2025-05-11,4,"Fitter 1","Distributor 2",47
5087,2025-02-09,3,"Fitter 2","Distributor 2",33
5088,2025-07-08,6,"Fitter 5","Distributor 2",14
5089,2025-07-27,3,"Fitter 5","Distributor 1",16
5097,2025-10-16,5,"Fitter 3","Distributor 2",45
5102,2025-12-25,5,"Fitter 2","Distributor 3",46
5104,2025-09-07,1,"Fitter 5","Distributor 2",13
5105,2025-06-19,3,"Fitter 4","Distributor 2",32
5106,2025-02-08,7,"Fitter 1","Distributor 2",37
5107,2026-01-10,7,"Fitter 2","Distributor 3",39
5109,2025-08-11,4,"Fitter 5","Distributor 3",13
5112,2025-02-23,3,"Fitter 4","Distributor 2",21
5117,2026-01-11,6,"Fitter 3","Distributor 3",49
5118,2025-03-21,7,"Fitter 4","Distributor 1",10
5119,2025-04-28,4,"Fitter 5","Distributor 3",16
5121,2025-11-29,7,"Fitter 5","Distributor 3",26
5123,2025-02-11,6,"Fitter 2","Distributor 1",17
5124,2025-09-24,2,"Fitter 1","Distributor 3",20
5126,2025-10-01,6,"Fitter 1","Distributor 1",16
5128,2025-12-05,5,"Fitter 3","Distributor 3",45
5130,2025-06-14,1,"Fitter 3","Distributor 1",24
5135,2026-01-01,7,"Fitter 5","Distributor 3",17
5137,2025-12-17,5,"Fitter 5","Distributor 1",43
5140,2025-10-22,2,"Fitter 1","Distributor 3",35
5145,2025-11-11,6,"Fitter 1","Distributor 3",43
5146,2026-01-10,1,"Fitter 2","Distributor 1",19
5149,2025-01-23,5,"Fitter 5","Distributor 2",47
5152,2025-01-12,2,"Fitter 1","Distributor 3",17
5157,2025-11-10,7,"Fitter 2","Distributor 1",15
5158,2025-06-02,3,"Fitter 1","Distributor 1",31
5159,2025-10-09,2,"Fitter 3","Distributor 1",37
5160,2025-11-02,6,"Fitter 1","Distributor 3",47
5161,2025-10-16,5,"Fitter 4","Distributor 3",43
5162,2025-12-07,3,"Fitter 5","Distributor 1",41
5164,2025-09-24,1,"Fitter 5","Distributor 3",15
5165,2025-02-21,3,"Fitter 5","Distributor 3",13
5166,2025-08-16,1,"Fitter 2","Distributor 3",40
5168,2025-02-02,7,"Fitter 1","Distributor 2",18
5172,2025-10-16,2,"Fitter 2","Distributor 2",33
5173,2025-06-07,1,"Fitter 3","Distributor 2",18
5174,2025-03-30,7,"Fitter 4","Distributor 3",22
5176,2025-05-18,2,"Fitter 5","Distributor 1",41
5177,2025-05-27,5,"Fitter 5","Distributor 3",20
5179,2025-10-28,7,"Fitter 3","Distributor 2",14
5182,2025-08-31,4,"Fitter 1","Distributor 2",27
5185,2025-05-14,2,"Fitter 5","Distributor 1",29
5186,2025-04-11,1,"Fitter 3","Distributor 3",32
5189,2025-03-21,3,"Fitter 2","Distributor 3",19
5191,2025-06-17,2,"Fitter 4","Distributor 2",28
5192,2025-12-18,3,"Fitter 3","Distributor 3",25
5193,2025-09-26,7,"Fitter 2","Distributor 1",46
5194,2025-03-25,6,"Fitter 1","Distributor 3",33
